customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost,payment_mode
2,123,nutrella,2022-01-01,7,40,4,160,UPI
15,121,quaker oats,2022-01-01,2,212,7,1484,cash
7,123,sugar,2022-01-01,8,50,2,100,UPI
6,121,nutrella,2022-01-01,2,40,1,40,UPI
2,123,sugar,2022-01-01,8,50,6,300,cash
15,122,sugar,2022-01-01,4,50,2,100,UPI
12,122,clinic plus,2022-01-01,4,1.5,3,4.5,cash
7,121,quaker oats,2022-01-01,2,212,9,1908,cash
14,121,quaker oats,2022-01-01,2,212,3,636,cash
14,121,dantkanti,2022-01-01,1,100,10,1000,cash
15,121,quaker oats,2022-01-01,3,212,5,1060,UPI
2,123,quaker oats,2022-01-01,7,212,10,2120,UPI
16,122,besan,2022-01-01,5,52,10,520,cash
19,123,nutrella,2022-01-01,9,40,5,200,UPI
17,121,besan,2022-01-01,3,52,5,260,UPI
5,122,refined oil,2022-01-01,6,110,5,550,UPI
11,122,besan,2022-01-01,4,52,3,156,cash
20,123,nutrella,2022-01-01,9,40,6,240,cash
7,123,besan,2022-01-01,8,52,1,52,UPI
19,121,nutrella,2022-01-01,3,40,7,280,UPI
7,122,sugar,2022-01-01,5,50,7,350,cash
10,123,dantkanti,2022-01-01,7,100,9,900,cash
2,123,sugar,2022-01-01,9,50,9,450,cash
12,123,nutrella,2022-01-01,7,40,9,360,UPI
9,123,besan,2022-01-01,8,52,6,312,cash
9,123,besan,2022-01-01,7,52,2,104,UPI
4,122,sugar,2022-01-01,6,50,5,250,cash
15,123,quaker oats,2022-01-01,9,212,7,1484,UPI
5,123,sugar,2022-01-01,7,50,6,300,UPI
10,121,quaker oats,2022-01-01,3,212,10,2120,UPI
11,122,nutrella,2022-01-01,6,40,8,320,UPI
3,121,clinic plus,2022-01-01,2,1.5,1,1.5,UPI
19,122,sugar,2022-01-01,5,50,6,300,UPI
7,121,nutrella,2022-01-01,3,40,1,40,cash
19,122,dantkanti,2022-01-01,6,100,3,300,cash
16,121,quaker oats,2022-01-01,3,212,10,2120,UPI
20,122,refined oil,2022-01-01,5,110,8,880,cash
3,122,nutrella,2022-01-01,5,40,9,360,cash
3,122,maida,2022-01-01,4,20,9,180,UPI
14,122,refined oil,2022-01-01,4,110,9,990,UPI
3,121,refined oil,2022-01-01,2,110,5,550,UPI
13,121,nutrella,2022-01-01,3,40,8,320,UPI
1,121,maida,2022-01-01,3,20,7,140,cash
9,123,quaker oats,2022-01-01,9,212,8,1696,cash
20,122,refined oil,2022-01-01,5,110,3,330,UPI
3,122,dantkanti,2022-01-01,5,100,2,200,cash
6,121,besan,2022-01-01,3,52,1,52,cash
1,121,refined oil,2022-01-01,2,110,4,440,UPI
3,121,refined oil,2022-01-01,2,110,3,330,cash
6,121,dantkanti,2022-01-01,1,100,9,900,cash
3,122,nutrella,2022-01-01,6,40,10,400,cash
3,123,nutrella,2022-01-01,9,40,5,200,UPI
1,123,maida,2022-01-01,9,20,5,100,cash
15,123,dantkanti,2022-01-01,9,100,6,600,UPI
2,123,quaker oats,2022-01-01,9,212,6,1272,cash
19,121,nutrella,2022-01-01,3,40,4,160,UPI
19,123,nutrella,2022-01-01,8,40,3,120,UPI
6,121,refined oil,2022-01-01,1,110,1,110,cash
3,121,maida,2022-01-01,2,20,10,200,cash
10,123,nutrella,2022-01-01,7,40,1,40,cash
9,123,quaker oats,2022-01-01,8,212,1,212,UPI
1,123,maida,2022-01-01,9,20,7,140,UPI
12,122,refined oil,2022-01-01,4,110,3,330,cash
9,121,besan,2022-01-01,1,52,3,156,cash
14,122,sugar,2022-01-01,4,50,6,300,UPI
3,123,nutrella,2022-01-01,8,40,10,400,UPI
9,123,clinic plus,2022-01-01,9,1.5,5,7.5,UPI
20,122,refined oil,2022-01-01,5,110,6,660,UPI
4,122,quaker oats,2022-01-01,4,212,3,636,cash
15,123,quaker oats,2022-01-01,9,212,7,1484,UPI
14,121,nutrella,2022-01-01,1,40,4,160,cash
16,123,maida,2022-01-01,8,20,10,200,UPI
15,122,besan,2022-01-01,6,52,9,468,UPI
19,123,maida,2022-01-01,9,20,2,40,cash
20,123,maida,2022-01-01,9,20,3,60,cash
18,122,maida,2022-01-01,6,20,7,140,UPI
17,121,maida,2022-01-01,2,20,3,60,cash
7,123,quaker oats,2022-01-01,7,212,1,212,UPI
20,123,nutrella,2022-01-01,8,40,1,40,cash
7,121,refined oil,2022-01-01,2,110,3,330,UPI
7,122,maida,2022-01-01,4,20,4,80,cash
3,121,maida,2022-01-01,3,20,9,180,cash
20,121,sugar,2022-01-01,3,50,5,250,cash
12,123,besan,2022-01-01,7,52,3,156,UPI
14,121,clinic plus,2022-01-01,1,1.5,3,4.5,UPI
4,121,dantkanti,2022-01-01,3,100,4,400,cash
6,122,besan,2022-01-01,6,52,8,416,UPI
3,123,maida,2022-01-01,7,20,6,120,cash
17,122,nutrella,2022-01-01,6,40,5,200,cash
5,121,nutrella,2022-01-01,3,40,4,160,UPI
13,121,refined oil,2022-01-01,3,110,7,770,cash
10,123,refined oil,2022-01-01,7,110,4,440,UPI
20,122,dantkanti,2022-01-01,4,100,7,700,UPI
2,121,clinic plus,2022-01-01,1,1.5,10,15.0,cash
14,123,nutrella,2022-01-01,8,40,5,200,cash
5,123,sugar,2022-01-01,8,50,3,150,UPI
2,121,refined oil,2022-01-01,1,110,1,110,UPI
11,121,besan,2022-01-01,2,52,1,52,cash
9,121,besan,2022-01-01,3,52,6,312,UPI
10,121,maida,2022-01-01,2,20,8,160,cash
4,121,clinic plus,2022-01-01,2,1.5,5,7.5,cash
2,122,dantkanti,2022-01-01,5,100,7,700,cash
17,123,nutrella,2022-01-01,7,40,1,40,cash
3,123,maida,2022-01-01,8,20,5,100,cash
17,123,besan,2022-01-01,7,52,8,416,cash
11,121,maida,2022-01-01,2,20,4,80,UPI
7,123,maida,2022-01-01,8,20,9,180,cash
20,122,quaker oats,2022-01-01,6,212,7,1484,cash
8,122,clinic plus,2022-01-01,4,1.5,10,15.0,UPI
1,123,refined oil,2022-01-01,9,110,3,330,UPI
15,123,sugar,2022-01-01,7,50,5,250,cash
7,123,maida,2022-01-01,9,20,3,60,UPI
20,121,quaker oats,2022-01-01,3,212,9,1908,UPI
8,122,quaker oats,2022-01-01,6,212,5,1060,UPI
5,121,quaker oats,2022-01-01,2,212,4,848,UPI
4,122,clinic plus,2022-01-01,5,1.5,8,12.0,UPI
3,121,sugar,2022-01-01,2,50,9,450,cash
3,123,sugar,2022-01-01,8,50,3,150,UPI
15,122,clinic plus,2022-01-01,4,1.5,4,6.0,UPI
16,123,maida,2022-01-01,8,20,3,60,UPI
18,122,sugar,2022-01-01,6,50,9,450,cash
1,122,clinic plus,2022-01-01,4,1.5,5,7.5,UPI
4,123,nutrella,2022-01-01,9,40,2,80,UPI
4,121,quaker oats,2022-01-01,3,212,9,1908,cash
20,122,sugar,2022-01-01,5,50,10,500,cash
17,123,quaker oats,2022-01-01,7,212,10,2120,cash
10,121,clinic plus,2022-01-01,1,1.5,5,7.5,cash
17,123,sugar,2022-01-01,8,50,4,200,cash
5,123,quaker oats,2022-01-01,7,212,10,2120,cash
17,122,quaker oats,2022-01-01,4,212,1,212,cash
10,122,clinic plus,2022-01-01,5,1.5,2,3.0,UPI
5,123,clinic plus,2022-01-01,9,1.5,7,10.5,UPI
10,122,clinic plus,2022-01-01,5,1.5,3,4.5,cash
16,121,besan,2022-01-01,1,52,3,156,UPI
15,121,refined oil,2022-01-01,3,110,5,550,UPI
14,121,nutrella,2022-01-01,2,40,10,400,cash
3,121,quaker oats,2022-01-01,1,212,10,2120,cash
7,121,besan,2022-01-01,1,52,3,156,UPI
8,121,nutrella,2022-01-01,2,40,7,280,cash
16,123,maida,2022-01-01,8,20,9,180,cash
18,122,refined oil,2022-01-01,6,110,9,990,cash
20,122,maida,2022-01-01,6,20,4,80,cash
14,123,maida,2022-01-01,8,20,4,80,cash
6,121,nutrella,2022-01-01,3,40,10,400,cash
14,121,quaker oats,2022-01-01,2,212,5,1060,cash
14,121,quaker oats,2022-01-01,2,212,2,424,UPI
1,122,maida,2022-01-01,6,20,1,20,cash
2,122,sugar,2022-01-01,6,50,7,350,UPI
14,123,nutrella,2022-01-01,7,40,5,200,UPI
2,121,refined oil,2022-01-01,3,110,9,990,UPI
3,122,refined oil,2022-01-01,4,110,1,110,cash
19,121,quaker oats,2022-01-01,1,212,5,1060,cash
18,123,quaker oats,2022-01-01,8,212,4,848,cash
13,123,dantkanti,2022-01-01,8,100,1,100,cash
2,122,besan,2022-01-01,4,52,5,260,UPI
13,122,nutrella,2022-01-01,4,40,9,360,UPI
17,122,maida,2022-01-01,4,20,10,200,UPI
20,123,maida,2022-01-01,9,20,10,200,cash
4,121,dantkanti,2022-01-01,2,100,3,300,cash
19,123,sugar,2022-01-01,7,50,9,450,cash
1,121,sugar,2022-01-01,1,50,2,100,cash
10,123,maida,2022-01-01,9,20,10,200,cash
5,121,sugar,2022-01-01,1,50,6,300,UPI
17,122,maida,2022-01-01,5,20,4,80,cash
2,122,refined oil,2022-01-01,4,110,10,1100,UPI
20,122,nutrella,2022-01-01,6,40,10,400,UPI
14,123,dantkanti,2022-01-01,8,100,8,800,cash
4,122,maida,2022-01-01,6,20,2,40,cash
18,121,besan,2022-01-01,2,52,8,416,cash
19,122,refined oil,2022-01-01,4,110,7,770,UPI
11,121,maida,2022-01-01,3,20,5,100,cash
6,123,clinic plus,2022-01-01,7,1.5,1,1.5,cash
12,122,besan,2022-01-01,5,52,8,416,UPI
11,121,refined oil,2022-01-01,2,110,2,220,UPI
18,121,dantkanti,2022-01-01,3,100,4,400,cash
19,122,besan,2022-01-01,4,52,4,208,cash
13,122,nutrella,2022-01-01,4,40,3,120,UPI
3,122,clinic plus,2022-01-01,6,1.5,1,1.5,UPI
11,121,nutrella,2022-01-01,2,40,8,320,UPI
4,121,refined oil,2022-01-01,2,110,3,330,cash
11,121,maida,2022-01-01,2,20,10,200,UPI
15,122,sugar,2022-01-01,6,50,9,450,cash
19,121,clinic plus,2022-01-01,3,1.5,9,13.5,cash
12,122,besan,2022-01-01,6,52,8,416,UPI
15,122,maida,2022-01-01,4,20,9,180,UPI
1,121,sugar,2022-01-01,1,50,7,350,UPI
13,123,sugar,2022-01-01,9,50,4,200,cash
7,122,dantkanti,2022-01-01,5,100,1,100,UPI
14,122,maida,2022-01-01,4,20,8,160,UPI
2,121,dantkanti,2022-01-01,2,100,5,500,cash
20,122,refined oil,2022-01-01,6,110,9,990,UPI
16,121,maida,2022-01-01,2,20,5,100,cash
2,122,dantkanti,2022-01-01,4,100,7,700,cash
16,122,clinic plus,2022-01-01,5,1.5,8,12.0,UPI
14,121,sugar,2022-01-01,1,50,1,50,cash
5,122,maida,2022-01-01,6,20,4,80,UPI
18,123,nutrella,2022-01-01,9,40,2,80,cash
9,123,refined oil,2022-01-01,8,110,7,770,UPI
6,121,sugar,2022-01-01,2,50,8,400,cash
5,122,maida,2022-01-01,4,20,9,180,UPI
20,122,quaker oats,2022-01-01,4,212,6,1272,cash
9,122,dantkanti,2022-01-01,6,100,10,1000,UPI
15,122,clinic plus,2022-01-01,4,1.5,8,12.0,UPI
19,123,quaker oats,2022-01-01,9,212,5,1060,UPI
19,121,besan,2022-01-01,3,52,1,52,UPI
19,123,sugar,2022-01-01,8,50,3,150,UPI
16,123,dantkanti,2022-01-01,8,100,8,800,cash
3,122,dantkanti,2022-01-01,5,100,2,200,cash
15,121,nutrella,2022-01-01,1,40,1,40,cash
15,121,quaker oats,2022-01-01,3,212,10,2120,cash
16,121,maida,2022-01-01,2,20,3,60,UPI
16,122,refined oil,2022-01-01,6,110,7,770,cash
10,123,clinic plus,2022-01-01,8,1.5,7,10.5,cash
19,123,nutrella,2022-01-01,7,40,7,280,UPI
13,121,clinic plus,2022-01-01,3,1.5,9,13.5,UPI
12,122,refined oil,2022-01-01,4,110,4,440,cash
11,122,clinic plus,2022-01-01,4,1.5,9,13.5,UPI
13,123,nutrella,2022-01-01,8,40,8,320,UPI
9,122,sugar,2022-01-01,6,50,3,150,UPI
9,123,clinic plus,2022-01-01,8,1.5,7,10.5,UPI
10,123,nutrella,2022-01-01,9,40,5,200,UPI
1,121,nutrella,2022-01-01,1,40,6,240,UPI
3,121,sugar,2022-01-01,2,50,9,450,cash
12,123,dantkanti,2022-01-01,7,100,7,700,cash
17,123,clinic plus,2022-01-01,7,1.5,3,4.5,UPI
2,123,refined oil,2022-01-01,7,110,4,440,UPI
4,123,quaker oats,2022-01-01,8,212,3,636,cash
19,123,sugar,2022-01-01,9,50,3,150,cash
1,123,clinic plus,2022-01-01,7,1.5,5,7.5,UPI
12,122,maida,2022-01-01,4,20,5,100,cash
11,122,dantkanti,2022-01-01,5,100,2,200,UPI
3,121,besan,2022-01-01,1,52,5,260,cash
3,121,besan,2022-01-01,2,52,3,156,UPI
16,122,dantkanti,2022-01-01,5,100,4,400,cash
2,122,besan,2022-01-01,4,52,1,52,UPI
9,122,quaker oats,2022-01-01,4,212,10,2120,UPI
19,122,clinic plus,2022-01-01,6,1.5,10,15.0,UPI
16,123,quaker oats,2022-01-01,8,212,7,1484,UPI
20,123,dantkanti,2022-01-01,8,100,4,400,UPI
2,123,sugar,2022-01-01,8,50,10,500,UPI
4,121,besan,2022-01-01,1,52,6,312,cash
10,121,nutrella,2022-01-01,1,40,3,120,UPI
20,123,refined oil,2022-01-01,7,110,9,990,cash
8,123,quaker oats,2022-01-01,7,212,9,1908,UPI
6,123,clinic plus,2022-01-01,9,1.5,5,7.5,cash
13,123,besan,2022-01-01,7,52,1,52,cash
18,122,sugar,2022-01-01,6,50,6,300,UPI
16,121,nutrella,2022-01-01,1,40,5,200,cash
3,122,besan,2022-01-01,6,52,6,312,UPI
17,122,besan,2022-01-01,6,52,5,260,cash
8,122,clinic plus,2022-01-01,4,1.5,10,15.0,UPI
20,121,maida,2022-01-01,3,20,9,180,cash
7,123,maida,2022-01-01,9,20,4,80,UPI
16,121,dantkanti,2022-01-01,1,100,9,900,UPI
7,121,maida,2022-01-01,2,20,6,120,UPI
4,123,nutrella,2022-01-01,8,40,5,200,UPI
9,121,sugar,2022-01-01,1,50,6,300,UPI
17,121,dantkanti,2022-01-01,2,100,2,200,cash
17,123,clinic plus,2022-01-01,7,1.5,9,13.5,UPI
10,123,besan,2022-01-01,8,52,9,468,UPI
10,123,maida,2022-01-01,9,20,2,40,cash
1,121,clinic plus,2022-01-01,1,1.5,10,15.0,cash
19,123,dantkanti,2022-01-01,9,100,9,900,UPI
5,123,clinic plus,2022-01-01,8,1.5,5,7.5,UPI
18,121,refined oil,2022-01-01,2,110,10,1100,UPI
6,123,dantkanti,2022-01-01,7,100,2,200,cash
17,121,dantkanti,2022-01-01,3,100,8,800,cash
9,122,dantkanti,2022-01-01,6,100,3,300,cash
4,123,quaker oats,2022-01-01,9,212,7,1484,UPI
20,123,quaker oats,2022-01-01,8,212,10,2120,cash
20,121,nutrella,2022-01-01,2,40,10,400,cash
10,122,besan,2022-01-01,6,52,5,260,cash
8,122,besan,2022-01-01,4,52,9,468,cash
4,123,quaker oats,2022-01-01,8,212,9,1908,cash
4,123,clinic plus,2022-01-01,8,1.5,9,13.5,cash
19,122,nutrella,2022-01-01,5,40,2,80,cash
8,122,quaker oats,2022-01-01,5,212,6,1272,UPI
6,123,besan,2022-01-01,8,52,8,416,UPI
13,122,maida,2022-01-01,6,20,8,160,UPI
9,123,quaker oats,2022-01-01,9,212,3,636,UPI
15,122,clinic plus,2022-01-01,5,1.5,8,12.0,cash
12,121,dantkanti,2022-01-01,3,100,10,1000,cash
6,121,sugar,2022-01-01,3,50,5,250,cash
13,121,quaker oats,2022-01-01,1,212,3,636,UPI
15,121,besan,2022-01-01,1,52,9,468,UPI
9,123,refined oil,2022-01-01,7,110,7,770,cash
10,122,dantkanti,2022-01-01,4,100,10,1000,UPI
20,121,clinic plus,2022-01-01,3,1.5,1,1.5,cash
20,123,maida,2022-01-01,8,20,6,120,cash
17,121,nutrella,2022-01-01,3,40,4,160,UPI
1,123,clinic plus,2022-01-01,7,1.5,10,15.0,cash
12,123,maida,2022-01-01,9,20,5,100,UPI
13,121,besan,2022-01-01,3,52,5,260,cash
1,123,quaker oats,2022-01-01,7,212,6,1272,UPI
6,121,refined oil,2022-01-01,3,110,1,110,UPI
4,121,besan,2022-01-01,3,52,6,312,cash
7,123,besan,2022-01-01,9,52,8,416,cash
9,122,sugar,2022-01-01,4,50,6,300,UPI
6,122,dantkanti,2022-01-01,5,100,2,200,UPI
3,122,clinic plus,2022-01-01,4,1.5,6,9.0,UPI
4,122,clinic plus,2022-01-01,6,1.5,8,12.0,UPI
18,122,quaker oats,2022-01-01,4,212,6,1272,UPI
13,123,clinic plus,2022-01-01,8,1.5,9,13.5,UPI
17,122,clinic plus,2022-01-01,4,1.5,4,6.0,UPI
4,121,besan,2022-01-01,1,52,10,520,cash
12,123,nutrella,2022-01-01,8,40,4,160,UPI
5,122,quaker oats,2022-01-01,4,212,6,1272,UPI
10,123,maida,2022-01-01,9,20,2,40,UPI
13,123,maida,2022-01-01,7,20,5,100,UPI
19,121,quaker oats,2022-01-01,1,212,3,636,UPI
18,123,quaker oats,2022-01-01,9,212,9,1908,cash
5,123,clinic plus,2022-01-01,9,1.5,10,15.0,cash
10,123,clinic plus,2022-01-01,7,1.5,3,4.5,cash
6,121,dantkanti,2022-01-01,2,100,10,1000,cash
17,121,quaker oats,2022-01-01,2,212,5,1060,cash
16,122,sugar,2022-01-01,4,50,5,250,UPI
18,121,besan,2022-01-01,3,52,9,468,UPI
18,122,sugar,2022-01-01,5,50,7,350,UPI
8,121,refined oil,2022-01-01,2,110,3,330,UPI
9,122,clinic plus,2022-01-01,5,1.5,4,6.0,cash
3,123,dantkanti,2022-01-01,9,100,5,500,UPI
1,123,refined oil,2022-01-01,8,110,3,330,cash
5,121,nutrella,2022-01-01,2,40,6,240,UPI
5,121,refined oil,2022-01-01,1,110,6,660,UPI
6,121,dantkanti,2022-01-01,2,100,10,1000,UPI
12,122,maida,2022-01-01,6,20,10,200,cash
17,121,besan,2022-01-01,1,52,10,520,cash
20,123,clinic plus,2022-01-01,7,1.5,4,6.0,UPI
4,122,clinic plus,2022-01-01,5,1.5,8,12.0,cash
13,121,quaker oats,2022-01-01,2,212,5,1060,UPI
19,121,quaker oats,2022-01-01,1,212,2,424,cash
19,121,quaker oats,2022-01-01,2,212,9,1908,cash
12,121,refined oil,2022-01-01,1,110,1,110,UPI
5,121,quaker oats,2022-01-01,1,212,4,848,cash
13,123,quaker oats,2022-01-01,9,212,8,1696,cash
12,123,quaker oats,2022-01-01,7,212,6,1272,cash
12,123,maida,2022-01-01,8,20,6,120,UPI
18,123,sugar,2022-01-01,8,50,6,300,cash
4,121,dantkanti,2022-01-01,3,100,7,700,cash
3,122,clinic plus,2022-01-01,6,1.5,7,10.5,UPI
7,123,clinic plus,2022-01-01,7,1.5,4,6.0,UPI
15,123,refined oil,2022-01-01,7,110,9,990,UPI
12,122,besan,2022-01-01,6,52,1,52,UPI
16,123,refined oil,2022-01-01,7,110,7,770,UPI
2,122,sugar,2022-01-01,5,50,8,400,cash
4,122,nutrella,2022-01-01,5,40,1,40,cash
14,121,clinic plus,2022-01-01,3,1.5,3,4.5,UPI
7,123,nutrella,2022-01-01,9,40,7,280,cash
6,123,maida,2022-01-01,7,20,7,140,cash
17,121,besan,2022-01-01,1,52,6,312,cash
12,123,clinic plus,2022-01-01,7,1.5,3,4.5,cash
14,121,clinic plus,2022-01-01,1,1.5,10,15.0,UPI
19,122,nutrella,2022-01-01,4,40,7,280,cash
5,123,refined oil,2022-01-01,9,110,9,990,UPI
18,121,clinic plus,2022-01-01,3,1.5,7,10.5,cash
11,123,refined oil,2022-01-01,8,110,4,440,UPI
19,123,quaker oats,2022-01-01,8,212,7,1484,UPI
16,123,quaker oats,2022-01-01,7,212,9,1908,UPI
3,121,sugar,2022-01-01,1,50,1,50,UPI
8,121,besan,2022-01-01,2,52,5,260,cash
9,121,clinic plus,2022-01-01,1,1.5,6,9.0,cash
9,121,quaker oats,2022-01-01,1,212,4,848,cash
5,122,besan,2022-01-01,4,52,8,416,UPI
2,122,quaker oats,2022-01-01,6,212,3,636,cash
3,123,refined oil,2022-01-01,7,110,7,770,cash
16,122,clinic plus,2022-01-01,6,1.5,3,4.5,UPI
19,123,sugar,2022-01-01,7,50,8,400,cash
18,122,dantkanti,2022-01-01,6,100,4,400,UPI
19,123,nutrella,2022-01-01,9,40,2,80,cash
9,122,dantkanti,2022-01-01,4,100,10,1000,cash
13,123,quaker oats,2022-01-01,9,212,8,1696,UPI
8,123,maida,2022-01-01,9,20,7,140,cash
10,121,clinic plus,2022-01-01,2,1.5,9,13.5,UPI
7,123,maida,2022-01-01,9,20,6,120,UPI
6,121,sugar,2022-01-01,1,50,1,50,UPI
7,122,sugar,2022-01-01,6,50,6,300,UPI
3,121,refined oil,2022-01-01,1,110,9,990,cash
5,123,refined oil,2022-01-01,8,110,2,220,cash
16,122,refined oil,2022-01-01,4,110,8,880,cash
7,121,sugar,2022-01-01,3,50,9,450,UPI
6,122,besan,2022-01-01,4,52,3,156,UPI
6,122,clinic plus,2022-01-01,4,1.5,6,9.0,UPI
2,123,refined oil,2022-01-01,9,110,9,990,cash
2,122,refined oil,2022-01-01,5,110,7,770,UPI
19,123,sugar,2022-01-01,8,50,6,300,cash
2,122,sugar,2022-01-01,5,50,8,400,cash
3,123,clinic plus,2022-01-01,9,1.5,3,4.5,cash
7,121,quaker oats,2022-01-01,3,212,6,1272,cash
19,121,nutrella,2022-01-01,1,40,10,400,cash
17,121,clinic plus,2022-01-01,3,1.5,10,15.0,cash
17,122,dantkanti,2022-01-01,6,100,1,100,UPI
4,122,nutrella,2022-01-01,4,40,5,200,cash
2,123,clinic plus,2022-01-01,9,1.5,5,7.5,UPI
7,121,nutrella,2022-01-01,2,40,4,160,UPI
6,122,maida,2022-01-01,6,20,10,200,cash
1,121,sugar,2022-01-01,1,50,2,100,UPI
13,123,refined oil,2022-01-01,8,110,10,1100,cash
5,123,besan,2022-01-01,8,52,5,260,cash
15,123,nutrella,2022-01-01,8,40,9,360,cash
15,123,nutrella,2022-01-01,8,40,7,280,cash
2,122,clinic plus,2022-01-01,5,1.5,5,7.5,cash
8,122,quaker oats,2022-01-01,6,212,2,424,UPI
8,122,sugar,2022-01-01,4,50,10,500,UPI
20,122,maida,2022-01-01,4,20,10,200,UPI
5,122,sugar,2022-01-01,5,50,7,350,UPI
4,122,clinic plus,2022-01-01,4,1.5,1,1.5,cash
10,123,sugar,2022-01-01,8,50,5,250,UPI
9,122,nutrella,2022-01-01,5,40,6,240,cash
11,122,nutrella,2022-01-01,5,40,4,160,cash
5,123,besan,2022-01-01,7,52,10,520,UPI
7,122,quaker oats,2022-01-01,5,212,7,1484,cash
20,121,refined oil,2022-01-01,2,110,7,770,cash
12,123,quaker oats,2022-01-01,7,212,9,1908,UPI
9,121,maida,2022-01-01,2,20,4,80,cash
18,121,nutrella,2022-01-01,1,40,6,240,cash
12,121,quaker oats,2022-01-01,2,212,10,2120,cash
11,122,nutrella,2022-01-01,6,40,9,360,UPI
10,121,quaker oats,2022-01-01,2,212,5,1060,cash
16,122,besan,2022-01-01,6,52,6,312,cash
10,122,besan,2022-01-01,5,52,2,104,cash
1,122,quaker oats,2022-01-01,4,212,6,1272,UPI
6,121,dantkanti,2022-01-01,1,100,9,900,UPI
10,123,dantkanti,2022-01-01,8,100,9,900,cash
6,122,clinic plus,2022-01-01,6,1.5,7,10.5,UPI
8,121,maida,2022-01-01,1,20,5,100,UPI
1,123,maida,2022-01-01,8,20,5,100,cash
12,122,maida,2022-01-01,5,20,7,140,UPI
9,122,clinic plus,2022-01-01,6,1.5,6,9.0,UPI
3,122,refined oil,2022-01-01,5,110,8,880,UPI
11,121,nutrella,2022-01-01,2,40,4,160,UPI
7,121,sugar,2022-01-01,2,50,4,200,cash
3,123,quaker oats,2022-01-01,7,212,3,636,UPI
6,121,maida,2022-01-01,2,20,1,20,cash
15,123,clinic plus,2022-01-01,8,1.5,6,9.0,UPI
17,123,nutrella,2022-01-01,9,40,9,360,UPI
20,121,maida,2022-01-01,2,20,2,40,cash
11,121,nutrella,2022-01-01,3,40,8,320,UPI
6,121,maida,2022-01-01,3,20,9,180,UPI
12,122,nutrella,2022-01-01,6,40,6,240,cash
11,121,nutrella,2022-01-01,2,40,10,400,cash
17,122,refined oil,2022-01-01,5,110,8,880,UPI
17,122,sugar,2022-01-01,6,50,1,50,UPI
13,122,clinic plus,2022-01-01,6,1.5,7,10.5,cash
1,123,nutrella,2022-01-01,8,40,1,40,UPI
9,123,quaker oats,2022-01-01,9,212,2,424,cash
10,121,sugar,2022-01-01,3,50,3,150,cash
15,122,besan,2022-01-01,5,52,5,260,cash
17,122,sugar,2022-01-01,6,50,10,500,cash
7,122,nutrella,2022-01-01,6,40,7,280,cash
6,121,quaker oats,2022-01-01,1,212,10,2120,UPI
15,122,clinic plus,2022-01-01,4,1.5,6,9.0,cash
8,122,refined oil,2022-01-01,4,110,10,1100,cash
18,123,refined oil,2022-01-01,7,110,5,550,cash
13,123,maida,2022-01-01,7,20,1,20,UPI
17,123,clinic plus,2022-01-01,9,1.5,6,9.0,cash
13,123,maida,2022-01-01,7,20,4,80,UPI
11,121,nutrella,2022-01-01,2,40,3,120,UPI
10,122,dantkanti,2022-01-01,6,100,9,900,cash
20,121,refined oil,2022-01-01,3,110,9,990,UPI
18,123,clinic plus,2022-01-01,7,1.5,5,7.5,UPI
16,122,maida,2022-01-01,6,20,8,160,cash
10,121,clinic plus,2022-01-01,3,1.5,10,15.0,UPI
11,122,sugar,2022-01-01,4,50,7,350,UPI
11,123,refined oil,2022-01-01,9,110,3,330,cash
11,123,nutrella,2022-01-01,8,40,6,240,UPI
17,122,sugar,2022-01-01,4,50,8,400,UPI
15,121,refined oil,2022-01-01,1,110,10,1100,cash
13,122,clinic plus,2022-01-01,4,1.5,5,7.5,cash
8,123,nutrella,2022-01-01,9,40,2,80,UPI
15,122,besan,2022-01-01,6,52,3,156,UPI
4,123,besan,2022-01-01,8,52,5,260,UPI
1,121,quaker oats,2022-01-01,3,212,10,2120,UPI
17,122,nutrella,2022-01-01,6,40,9,360,UPI
14,122,besan,2022-01-01,4,52,1,52,UPI
10,122,nutrella,2022-01-01,5,40,5,200,cash
19,121,refined oil,2022-01-01,2,110,1,110,cash
13,123,sugar,2022-01-01,8,50,1,50,UPI
16,123,maida,2022-01-01,8,20,1,20,cash
13,123,sugar,2022-01-01,8,50,3,150,UPI
1,122,besan,2022-01-01,6,52,3,156,cash
19,122,clinic plus,2022-01-01,4,1.5,2,3.0,cash
14,123,sugar,2022-01-01,9,50,2,100,cash
13,123,sugar,2022-01-01,7,50,7,350,UPI
18,121,sugar,2022-01-01,3,50,5,250,UPI
17,122,nutrella,2022-01-01,5,40,8,320,cash
10,123,besan,2022-01-01,7,52,10,520,UPI
18,122,sugar,2022-01-01,4,50,2,100,cash
1,122,besan,2022-01-01,6,52,2,104,cash
4,121,refined oil,2022-01-01,1,110,9,990,UPI
8,123,besan,2022-01-01,8,52,6,312,UPI
5,123,quaker oats,2022-01-01,8,212,4,848,UPI
7,122,besan,2022-01-01,6,52,4,208,UPI
3,123,sugar,2022-01-01,7,50,10,500,cash
4,123,refined oil,2022-01-01,7,110,10,1100,UPI
3,122,dantkanti,2022-01-01,4,100,10,1000,UPI
19,122,sugar,2022-01-01,4,50,5,250,UPI
2,122,refined oil,2022-01-01,6,110,6,660,cash
3,121,dantkanti,2022-01-01,2,100,6,600,UPI
7,122,sugar,2022-01-01,4,50,3,150,UPI
