timestamp,filter_name,location,filter_class,filter_age_days,load_factor,pressure_drop_pa,efficiency,inlet_pm25,outlet_pm25,inlet_pm10,outlet_pm10,replacement_needed,hour
2023-01-17 21:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,14.29,0.22104243778781804,103.2,0.968,62.5,2.0,91.4,2.9,0,21
2022-01-12 17:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,10.75,0.44249041675087697,112.9,0.975,45.7,1.2,96.2,2.5,0,17
2022-03-31 12:00:00,AHU_Filter_Office,Office HVAC,HEPA,21.96,0.4959320675972384,135.9,0.958,68.9,2.9,82.9,3.5,0,12
2022-09-06 20:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,21.71,0.26252138697837096,118.1,0.964,66.8,2.4,86.3,3.1,0,20
2021-05-10 11:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,30.88,0.38937961955743855,97.8,0.9,65.8,6.6,101.8,10.2,0,11
2021-03-25 14:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,19.0,0.41816764436220566,58.3,0.874,58.3,7.3,107.4,13.5,0,14
2022-11-27 04:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,7.96,0.36237324740892,38.0,0.887,41.8,4.7,56.2,6.3,0,4
2021-08-13 08:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,16.0,0.4213376773882089,98.9,0.97,65.7,2.0,95.2,2.8,0,8
2021-12-02 18:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,2.21,0.2,98.9,0.983,64.7,1.1,78.1,2.0,0,18
2021-04-24 21:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,29.5,0.4024813089077929,156.1,0.952,64.3,3.1,105.3,5.1,0,21
2021-08-10 22:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,15.46,0.3954159805830365,120.7,0.973,49.0,1.3,79.2,2.2,0,22
2023-06-29 18:00:00,AHU_Filter_Office,Office HVAC,HEPA,6.21,0.22278420090198628,106.2,0.982,65.2,1.2,74.2,2.0,0,18
2021-11-26 16:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,2.67,0.22544339205703945,56.4,0.923,59.1,4.6,62.1,4.8,0,16
2022-05-21 15:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,3.04,0.36982978652190734,19.2,0.901,44.6,4.4,58.9,5.8,0,15
2021-09-06 12:00:00,AHU_Filter_Office,Office HVAC,HEPA,16.08,0.42565072587961345,124.9,0.97,46.7,1.4,77.7,2.3,0,12
2021-03-12 13:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,16.29,0.4243599826550696,52.6,0.878,55.8,6.8,77.1,9.4,0,13
2023-04-19 22:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,13.37,0.48940456296407364,30.3,0.855,55.5,8.1,85.9,12.5,0,22
2022-09-11 01:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,15.21,0.5055608986891527,57.5,0.854,49.7,7.3,62.3,9.1,0,1
2021-11-11 00:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,33.08,0.574945370647147,139.9,0.951,62.7,3.1,105.3,5.1,0,0
2021-10-24 21:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,29.79,0.6038212204171679,134.5,0.956,54.1,2.4,107.5,4.7,0,21
2021-07-02 17:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,5.75,0.41388347848428464,32.2,0.892,59.9,6.5,59.0,6.4,0,17
2023-02-09 01:00:00,AHU_Filter_Office,Office HVAC,HEPA,14.12,0.21290116807062925,101.4,0.975,50.0,1.2,76.9,2.0,0,1
2021-10-05 22:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,23.83,0.5534315012385721,62.3,0.865,71.6,9.7,93.4,12.6,0,22
2022-03-12 00:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,22.58,0.5495567097737042,46.7,0.867,78.2,10.4,67.4,8.9,0,0
2022-04-15 16:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,15.12,0.25050648294373457,57.4,0.859,73.9,10.4,92.2,13.0,0,16
2021-05-18 01:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,11.75,0.23307702687337667,54.3,0.86,54.6,7.6,99.5,13.9,0,1
2023-03-04 18:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,27.33,0.4010564908533516,81.1,0.862,59.4,8.2,102.3,14.1,0,18
2022-12-31 13:00:00,AHU_Filter_Office,Office HVAC,HEPA,7.13,0.4125131822200886,98.6,0.979,64.7,1.4,87.6,2.0,0,13
2021-04-15 03:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,22.71,0.2743024847316129,62.0,0.865,62.4,8.4,105.2,14.2,0,3
2023-04-11 15:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,0.54,0.2,23.7,0.895,40.8,4.3,53.5,5.6,0,15
2021-11-12 22:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,33.38,0.5265763872693573,150.8,0.951,63.9,3.1,81.6,4.0,0,22
2021-12-24 21:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,9.0,0.46014596883007763,22.6,0.862,55.6,7.7,79.2,10.9,0,21
2023-01-12 21:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,9.17,0.2248650684347296,39.3,0.869,58.4,7.6,79.8,10.4,0,21
2022-12-11 18:00:00,AHU_Filter_Office,Office HVAC,HEPA,3.08,0.2,95.6,0.988,45.2,1.0,72.8,2.0,0,18
2022-04-22 00:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,16.0,0.4644881620323704,37.1,0.856,63.9,9.2,99.0,14.3,0,0
2022-05-24 04:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,3.75,0.3148758993730675,41.9,0.891,64.4,7.0,59.2,6.5,0,4
2021-01-03 04:00:00,AHU_Filter_Office,Office HVAC,HEPA,3.37,0.2437440743957034,87.3,0.988,45.5,1.0,60.7,2.0,0,4
2021-08-08 16:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,48.42,0.5483707932719537,116.0,0.872,57.1,7.3,99.9,12.8,0,16
2022-05-18 18:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,0.12,0.29877429861448535,84.1,0.987,67.2,1.0,93.2,2.0,0,18
2023-02-24 08:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,2.67,0.2,15.0,0.877,41.7,5.1,92.1,11.3,0,8
2021-04-18 06:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,23.29,0.4589023857415766,74.7,0.872,70.3,9.0,81.7,10.4,0,6
2023-05-05 14:00:00,AHU_Filter_Office,Office HVAC,HEPA,31.38,0.33304822694544417,155.6,0.954,72.4,3.3,108.7,5.0,0,14
2022-01-15 19:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,10.83,0.21470864004771945,41.2,0.886,48.7,5.5,92.8,10.5,0,19
2022-12-01 18:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,5.13,0.2901292414558242,88.1,0.983,63.0,1.1,76.5,2.0,0,18
2021-06-25 20:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,39.08,0.4025789776151303,89.3,0.89,82.9,9.2,100.9,11.1,0,20
2021-09-02 05:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,17.67,0.48746908845284076,41.4,0.875,53.6,6.7,62.5,7.8,0,5
2023-01-31 04:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,20.79,0.3508831120216661,64.2,0.871,73.1,9.4,85.2,11.0,0,4
2023-03-13 23:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,24.67,0.47558181114294984,72.2,0.901,61.5,6.1,71.0,7.0,0,23
2023-05-07 23:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,2.29,0.28342265807981143,13.3,0.872,58.1,7.4,86.6,11.1,0,23
2022-02-02 19:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,16.29,0.46137312569299616,51.6,0.853,75.3,11.0,95.2,14.0,0,19
2022-10-03 20:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,61.25,0.4940001598578406,150.1,0.863,68.5,9.4,91.3,12.5,0,20
2022-12-05 22:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,5.67,0.32691353299132053,99.1,0.986,61.8,1.0,54.3,2.0,0,22
2022-11-10 06:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,4.58,0.24542955289890622,42.3,0.897,68.1,7.0,94.6,9.8,0,6
2022-01-12 15:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,10.12,0.43654110855132633,28.9,0.887,62.5,7.0,85.4,9.6,0,15
2022-02-21 13:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,4.29,0.26586397296067044,10.5,0.871,39.1,5.0,67.4,8.7,0,13
2022-04-08 10:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,27.67,0.4534476549013948,127.8,0.957,73.6,3.2,93.7,4.0,0,10
2021-02-28 13:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,11.75,0.34380112042783384,49.3,0.856,73.8,10.6,93.9,13.5,0,13
2021-03-19 17:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,17.92,0.44325801251987307,59.3,0.878,48.5,5.9,80.6,9.9,0,17
2021-06-20 09:00:00,AHU_Filter_Office,Office HVAC,HEPA,0.38,0.278709676364714,95.5,0.986,66.7,1.0,73.0,2.0,0,9
2022-07-20 11:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,12.29,0.2,94.4,0.971,43.3,1.2,86.9,2.5,0,11
2021-11-27 00:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,1.08,0.33145704171080387,81.4,0.986,53.9,1.0,81.1,2.0,0,0
2022-02-23 07:00:00,AHU_Filter_Office,Office HVAC,HEPA,15.46,0.2803173700522748,102.9,0.97,63.5,1.9,101.7,3.1,0,7
2021-11-20 08:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,34.96,0.6149149746161573,162.6,0.95,84.7,4.2,82.7,4.1,0,8
2022-07-16 05:00:00,AHU_Filter_Office,Office HVAC,HEPA,8.21,0.2586093370965463,90.9,0.978,65.4,1.4,70.9,2.0,0,5
2022-11-04 22:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,34.75,0.49762394935826415,145.9,0.943,77.0,4.4,92.1,5.2,0,22
2022-12-01 02:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,0.29,0.28309936279713677,15.7,0.877,36.6,4.5,91.5,11.2,0,2
2021-05-31 01:00:00,AHU_Filter_Office,Office HVAC,HEPA,31.83,0.5040182045839152,154.3,0.952,69.4,3.3,80.9,3.8,0,1
2022-09-29 09:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,30.08,0.4064561388109448,62.2,0.857,73.9,10.5,77.9,11.1,0,9
2022-08-11 16:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,16.83,0.4442703670816295,118.5,0.971,58.8,1.7,94.7,2.7,0,16
2023-01-19 04:00:00,AHU_Filter_Office,Office HVAC,HEPA,10.54,0.4283414257207261,98.7,0.976,46.8,1.1,80.5,2.0,0,4
2023-04-02 14:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,33.25,0.5217119605383308,68.7,0.856,55.3,8.0,114.1,16.4,0,14
2022-07-28 04:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,5.33,0.3569314873695931,28.3,0.873,52.4,6.7,56.2,7.2,0,4
2022-02-09 08:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,16.42,0.35989228732732165,76.2,0.907,49.5,4.6,104.3,9.7,0,8
2021-05-02 19:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,30.96,0.5438453377501125,153.7,0.953,78.5,3.7,101.2,4.8,0,19
2023-01-15 21:00:00,AHU_Filter_Office,Office HVAC,HEPA,10.08,0.25989756051561047,107.3,0.974,66.9,1.7,68.6,2.0,0,21
2021-02-14 08:00:00,AHU_Filter_Office,Office HVAC,HEPA,10.92,0.2390763324339463,104.6,0.978,51.0,1.1,78.3,2.0,0,8
2023-05-05 21:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,1.46,0.21797571496608992,10.0,0.881,47.7,5.7,70.7,8.4,0,21
2022-10-28 01:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,8.88,0.22584410079142764,25.5,0.867,68.1,9.1,85.1,11.3,0,1
2022-03-04 06:00:00,AHU_Filter_Office,Office HVAC,HEPA,17.12,0.4267525686619372,123.0,0.972,75.2,2.1,78.2,2.2,0,6
2023-02-10 05:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,22.96,0.4149203999007476,65.3,0.871,52.6,6.8,92.4,11.9,0,5
2023-01-07 20:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,7.58,0.31978612361880815,40.3,0.865,60.5,8.2,56.7,7.7,0,20
2022-12-13 19:00:00,AHU_Filter_Office,Office HVAC,HEPA,3.62,0.2,84.7,0.987,54.3,1.0,78.2,2.0,0,19
2022-03-11 20:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,7.83,0.2,19.7,0.867,66.4,8.8,95.9,12.8,0,20
2021-09-12 10:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,56.04,0.5281558942755107,137.5,0.872,89.6,11.5,92.2,11.8,0,10
2021-03-15 19:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,17.0,0.435948453533897,50.9,0.873,63.8,8.1,63.9,8.1,0,19
2022-04-09 02:00:00,AHU_Filter_Office,Office HVAC,HEPA,23.38,0.45354179461695177,132.4,0.958,68.4,2.9,101.1,4.2,0,2
2021-09-21 03:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,21.38,0.366449020613834,63.1,0.871,46.5,6.0,93.8,12.1,0,3
2022-08-26 12:00:00,AHU_Filter_Office,Office HVAC,HEPA,16.04,0.2927853480211365,107.4,0.972,59.6,1.7,99.0,2.8,0,12
2022-12-13 00:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,2.5,0.36162560388916076,32.4,0.878,66.0,8.1,89.7,11.0,0,0
2022-06-15 07:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,11.79,0.22728688218675558,52.5,0.86,49.0,6.9,91.3,12.8,0,7
2022-09-25 06:00:00,AHU_Filter_Office,Office HVAC,HEPA,21.75,0.38473146915444756,126.1,0.962,78.3,2.9,69.8,2.6,0,6
2021-12-13 15:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,6.0,0.22718532998452434,21.0,0.87,58.4,7.6,67.3,8.7,0,15
2021-01-14 20:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,9.71,0.22351892594930955,96.9,0.977,70.4,1.6,79.7,2.0,0,20
2021-06-16 05:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,1.79,0.2,11.3,0.882,58.9,7.0,92.8,10.9,0,5
2022-04-02 17:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,27.38,0.3552229232524072,66.9,0.859,55.5,7.8,86.5,12.2,0,17
2021-01-29 11:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,9.79,0.447651754786354,54.9,0.915,41.2,3.5,82.6,7.1,0,11
2021-06-11 01:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,0.79,0.21437267696397944,12.3,0.881,38.6,4.6,54.2,6.5,0,1
2021-06-03 20:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,35.38,0.4847051277422595,82.6,0.893,69.4,7.4,95.1,10.2,0,20
2021-10-14 02:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,28.25,0.476377911237736,144.7,0.95,49.0,2.4,110.9,5.5,0,2
2022-06-08 04:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,40.12,0.6605329200721584,107.3,0.889,84.5,9.4,107.3,12.0,0,4
2021-03-08 14:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,15.42,0.4964250706717024,42.8,0.877,66.3,8.2,94.7,11.7,0,14
2021-12-02 02:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,3.62,0.3224207563606487,32.5,0.873,69.2,8.8,53.5,6.8,0,2
2023-06-24 18:00:00,AHU_Filter_Office,Office HVAC,HEPA,5.42,0.31230422314056494,105.0,0.981,45.5,1.0,85.5,2.0,0,18
2023-06-29 17:00:00,AHU_Filter_Office,Office HVAC,HEPA,6.17,0.3523882798000686,94.5,0.978,55.1,1.2,59.5,2.0,0,17
2023-03-07 21:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,23.25,0.31752040551795907,89.1,0.906,51.6,4.8,101.9,9.6,0,21
2021-10-08 14:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,9.38,0.42837723154298435,23.2,0.862,45.2,6.2,61.8,8.5,0,14
2021-11-12 07:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,32.0,0.4911907912098536,91.7,0.862,64.7,8.9,90.2,12.4,0,7
2022-12-24 13:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,9.46,0.43264435908411913,89.7,0.977,47.7,1.1,81.3,2.0,0,13
2022-02-26 01:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,19.42,0.4452430402612476,68.1,0.871,57.6,7.5,101.2,13.1,0,1
2022-09-15 06:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,1.04,0.23713854217176691,28.2,0.883,62.0,7.2,61.5,7.2,0,6
2021-04-06 19:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,21.29,0.5261235437844738,52.9,0.869,58.8,7.7,66.9,8.8,0,19
2023-01-12 05:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,13.08,0.39481899392601194,92.2,0.979,63.8,1.4,81.0,2.0,0,5
2021-07-06 03:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,8.63,0.4228964820361959,95.4,0.982,64.2,1.1,58.8,2.0,0,3
2022-01-26 16:00:00,AHU_Filter_Office,Office HVAC,HEPA,10.75,0.28618005358004817,111.0,0.972,50.1,1.4,75.6,2.1,0,16
2022-02-19 03:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,18.58,0.5256886331902263,66.5,0.913,59.6,5.2,85.7,7.4,0,3
2022-08-15 02:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,9.92,0.2,20.8,0.86,67.3,9.4,66.0,9.2,0,2
2021-08-04 09:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,14.12,0.36388977007806245,104.0,0.968,44.3,1.4,93.9,3.0,0,9
2021-06-26 22:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,39.37,0.425101993545693,108.8,0.884,80.9,9.4,105.6,12.2,0,22
2022-02-15 02:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,17.87,0.5002956331691548,67.8,0.911,51.5,4.6,76.8,6.9,0,2
2021-08-23 15:00:00,AHU_Filter_Office,Office HVAC,HEPA,13.54,0.37131152847741294,99.3,0.972,70.6,2.0,66.0,2.0,0,15
2022-02-23 22:00:00,AHU_Filter_Office,Office HVAC,HEPA,15.62,0.4931087150163166,117.4,0.973,68.3,1.9,66.3,2.0,0,22
2022-07-22 05:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,47.75,0.45453730513711466,105.2,0.879,56.6,6.8,98.3,11.9,0,5
2022-02-16 12:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,17.67,0.26524078803914525,124.1,0.964,67.6,2.4,94.7,3.4,0,12
2023-05-14 21:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,0.83,0.2,85.7,0.993,49.9,1.0,52.2,2.0,0,21
2022-06-21 23:00:00,AHU_Filter_Office,Office HVAC,HEPA,3.37,0.36849496333309956,82.6,0.982,43.7,1.0,65.0,2.0,0,23
2022-08-24 16:00:00,AHU_Filter_Office,Office HVAC,HEPA,15.79,0.2726176227303414,121.3,0.969,57.6,1.8,89.7,2.8,0,16
2022-01-08 22:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,9.79,0.4207919047109836,111.6,0.977,58.8,1.3,90.1,2.0,0,22
2021-11-18 15:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,1.08,0.24006049106846677,45.0,0.926,62.8,4.7,89.7,6.7,0,15
2022-12-11 04:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,5.71,0.3137654093439803,48.6,0.925,59.6,4.4,81.3,6.1,0,4
2021-03-12 03:00:00,AHU_Filter_Office,Office HVAC,HEPA,15.75,0.4933312497393293,97.4,0.973,65.7,1.8,93.8,2.6,0,3
2021-07-16 10:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,43.25,0.47444044685123726,110.7,0.878,68.2,8.3,78.1,9.5,0,10
2023-06-22 02:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,8.17,0.430673413947249,110.5,0.977,55.5,1.3,71.7,2.0,0,2
2023-03-23 21:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,26.83,0.4483393921644009,89.7,0.898,59.5,6.1,100.3,10.2,0,21
2022-05-18 06:00:00,AHU_Filter_Office,Office HVAC,HEPA,31.29,0.42651647345892524,153.0,0.948,55.4,2.9,82.3,4.3,0,6
2021-12-16 14:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,4.71,0.35557744608777986,101.7,0.984,40.7,1.0,86.0,2.0,0,14
2021-01-25 02:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,11.62,0.3248309226948781,110.5,0.973,47.8,1.3,72.2,2.0,0,2
2022-04-01 07:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,12.29,0.401391189821357,39.3,0.864,74.2,10.1,102.7,13.9,0,7
2023-03-21 09:00:00,AHU_Filter_Office,Office HVAC,HEPA,22.63,0.37639357755838243,122.4,0.963,78.4,2.9,97.8,3.6,0,9
2021-01-14 22:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,7.17,0.33091178418411193,56.8,0.917,49.8,4.1,83.6,6.9,0,22
2021-12-08 07:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,5.0,0.34367290333604206,12.9,0.869,69.1,9.1,68.3,9.0,0,7
2021-10-11 22:00:00,AHU_Filter_Office,Office HVAC,HEPA,23.38,0.26426732055945035,116.6,0.956,76.5,3.4,79.9,3.5,0,22
2022-11-12 22:00:00,AHU_Filter_Office,Office HVAC,HEPA,31.88,0.44350271368823946,162.0,0.953,82.4,3.8,75.8,3.5,0,22
2022-05-03 05:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,32.33,0.38057901861824406,163.0,0.945,50.1,2.8,99.2,5.5,0,5
2022-08-17 03:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,20.96,0.28346010662937743,67.6,0.876,56.9,7.1,107.3,13.3,0,3
2021-07-11 01:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,7.54,0.27491380288274275,26.2,0.894,63.4,6.7,56.4,6.0,0,1
2022-05-30 03:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,4.92,0.231365115895952,20.7,0.897,51.8,5.4,79.1,8.2,0,3
2021-08-27 11:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,52.42,0.6525317957761002,137.6,0.868,75.8,10.0,111.2,14.7,0,11
2021-12-28 04:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,7.17,0.2,94.2,0.979,64.5,1.4,68.8,2.0,0,4
2021-06-29 10:00:00,AHU_Filter_Office,Office HVAC,HEPA,2.38,0.21831816990888644,74.1,0.991,54.2,1.0,81.9,2.0,0,10
2023-02-11 09:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,18.5,0.25472641447968425,66.9,0.911,65.9,5.9,102.8,9.1,0,9
2022-04-02 07:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,27.5,0.5285128470781952,84.9,0.896,52.7,5.5,74.0,7.7,0,7
2021-01-29 04:00:00,AHU_Filter_Office,Office HVAC,HEPA,8.38,0.3781900688763665,93.2,0.981,67.4,1.3,98.4,2.0,0,4
2022-12-24 00:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,4.96,0.38842897207021887,36.2,0.869,65.7,8.6,87.5,11.5,0,0
2021-08-01 14:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,13.46,0.3090745353989771,98.6,0.977,73.9,1.7,87.5,2.0,0,14
2022-08-02 22:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,15.25,0.25119049830046697,102.5,0.97,77.3,2.3,90.8,2.7,0,22
2023-06-25 12:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,9.21,0.21960961535973358,105.5,0.977,59.5,1.4,62.4,2.0,0,12
2021-12-10 15:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,3.67,0.21866425520892202,78.1,0.985,59.3,1.0,82.3,2.0,0,15
2023-05-25 09:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,9.33,0.23620641759471211,41.4,0.892,53.0,5.7,99.2,10.7,0,9
2022-12-02 01:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,4.12,0.2,37.3,0.926,45.6,3.4,63.6,4.7,0,1
2021-02-02 14:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,6.54,0.2,16.9,0.872,51.7,6.6,74.2,9.5,0,14
2021-05-20 00:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,30.0,0.36247368915725575,82.9,0.857,59.3,8.5,111.2,15.9,0,0
2021-03-27 15:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,19.38,0.2661638244583336,69.6,0.872,74.9,9.6,63.4,8.1,0,15
2022-05-19 04:00:00,Carbon_Filter_Lab,Research Laboratory,Activated Carbon,36.04,0.4894123007526314,100.3,0.889,58.5,6.5,109.4,12.2,0,4
2022-03-27 23:00:00,Pre_Filter_Manufacturing,Manufacturing Unit,Pre-Filter,11.0,0.2,37.2,0.864,61.5,8.3,80.0,10.9,0,23
2021-03-16 20:00:00,HEPA_Filter_Hospital,Hospital Ventilation,HEPA,21.54,0.4751733795480677,116.0,0.961,57.6,2.2,98.2,3.8,0,20
2022-03-26 06:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,25.58,0.5563656719628285,73.3,0.87,69.6,9.1,95.3,12.4,0,6
2022-11-09 01:00:00,AHU_Filter_Office,Office HVAC,HEPA,30.92,0.47876680243662856,152.7,0.953,53.5,2.5,82.7,3.9,0,1
2023-03-16 16:00:00,AHU_Filter_Office,Office HVAC,HEPA,21.58,0.4585387989794377,138.5,0.966,62.8,2.1,99.4,3.4,0,16
2022-04-29 15:00:00,Electrostatic_Filter_Mall,Shopping Mall,Electrostatic,33.63,0.39486650651084415,95.5,0.853,82.0,12.1,99.5,14.6,0,15
